State,Name,Subname,Stats Cat 55% 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date
Base,Buu (Kid),Majin of Destruction,"HP 20,150 23,150 | ATK 12,460 15,860 | DEF 6,975 9,575","""Battle of Fate"" or ""Majin Buu Saga"" Category Ki +3, HP & ATK +170% and DEF +130%",Eternal Cataclysm Ki +3 and ATK & DEF +180% Plus an additional ATK & DEF +30% with each attack performed (up to 120%) Launches an additional attack that has a medium chance of becoming a Super Attack Recovers 20% HP at the end of the turn in which an attack was received Great chance of nullifying Unarmed Super Attacks directed at the character Animations: Nullify,"Active Skill Evil War Cry Condition: Can be activated when there is a ""Majin Buu Saga"" Category enemy, or after the character receives an attack 6 or more times in battle (once only) ATK & DEF +20% in battle Animation: Play",Raises ATK & DEF for 1 turn and causes immense damage with a medium chance of stunning the enemy,,"More Than Meets the Eye, Brutal Beatdown, Big Bad Bosses, Majin, Infinite Regeneration, The Wall Standing Tall, Fierce Battle","Majin Buu Saga, Artificial Life Forms, Transformation Boost, Majin Power, Uncontrollable Power, Demonic Power, Sworn Enemies, Resurrected Warriors, Storied Figures, Legendary Existence, Planetary Destruction, Accelerated Battle, Battle of Fate, Worldwide Chaos",[],
Base,Super Saiyan 2 Goku,Battle to Protect Tomorrow,"HP 15,800 19,200 | ATK 12,402 15,402 | DEF 9,223 11,823","""Battle of Fate"" or ""Accelerated Battle"" Category Ki +3, HP +130% and ATK & DEF +170%",Power to Never Lose Ki +2 and ATK & DEF +180% Plus an additional ATK & DEF +50% when performing a Super Attack Launches an additional attack that has a medium chance of becoming a Super Attack High chance of performing a critical hit,Active Skill Transformation Condition: Can be activated when HP is 77% or less starting from the 3rd turn from the start of battle (once only) Transforms Animation: Play,Raises ATK & DEF for 1 turn and causes immense damage with a medium chance of stunning the enemy,,"Saiyan Warrior Race, Super Saiyan, The Saiyan Lineage, Golden Warrior, Experienced Fighters, Prepared for Battle, Fierce Battle","Majin Buu Saga, Pure Saiyans, Goku's Family, Super Saiyan 2, Super Saiyan 3, Power Beyond Super Saiyan, Transformation Boost, Kamehameha, Mastered Evolution, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Accelerated Battle, Battle of Fate",Can be activated when HP is 77% or less starting from the 3rd turn from the start of battle (once only),
Transformation,Super Saiyan 3 Goku,Battle to Protect Tomorrow,"HP 15,800 19,200 | ATK 12,402 15,402 | DEF 9,223 11,823","""Battle of Fate"" or ""Accelerated Battle"" Category Ki +3, HP +130% and ATK & DEF +170%","Battle-Loving, Kind-Hearted Saiyan Ki +3 and ATK & DEF +200% Plus an additional ATK & DEF +50% when performing a Super Attack Launches 2 additional attacks, each of which has a medium chance of becoming a Super Attack Plus an additional ATK +50% when attacking and great chance of performing a critical hit for 6 turns from the character's entry turn High chance of performing a critical hit starting from the 7th turn from the character's entry turn",,Greatly raises ATK and raises DEF for 1 turn and causes immense damage with a medium chance of stunning the enemy,,"Saiyan Warrior Race, Super Saiyan, The Saiyan Lineage, Kamehameha, Over in a Flash, Limit-Breaking Form, Fierce Battle","Majin Buu Saga, Pure Saiyans, Goku's Family, Super Saiyan 2, Super Saiyan 3, Power Beyond Super Saiyan, Transformation Boost, Kamehameha, Mastered Evolution, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Accelerated Battle, Battle of Fate",,
Base,Super Saiyan God SS Vegeta,Observance of Pride,"HP 18,153 20,753 | ATK 15,179 18,179 | DEF 10,063 13,463","(Extreme) ""Pure Saiyans"" Category Ki +3 and HP, ATK & DEF +170%","(Extreme) Stimulated Pride ATK +150% and DEF +100% Launches 2 additional attacks, each of which has a rare chance of becoming a Super Attack, and DEF +20% with each attack performed (up to 100%) Evolves when conditions are met",,"Raises ATK & DEF for 1 turn, causes immense damage to enemy and greatly lowers DEF",,"Super Saiyan, Warrior Gods, Prodigies, Royal Lineage, Prepared for Battle, Tournament of Power, Fierce Battle","Universe Survival Saga, Pure Saiyans, Vegeta's Family, Power Beyond Super Saiyan, Transformation Boost, Realm of Gods, Full Power, Powerful Comeback, Miraculous Awakening, Mastered Evolution, Worthy Rivals, Bond of Parent and Child, Siblings' Bond, Bond of Master and Disciple, Representatives of Universe 7, Super Heroes, Tournament Participants, Gifted Warriors, All-Out Struggle",40% chance of evolving starting from the 4th turn from the start of battle,
Transformation,Super Saiyan God SS Evolved Vegeta,Observance of Pride,"HP 18,153 20,753 | ATK 15,179 18,179 | DEF 10,063 13,463","(Extreme) ""Pure Saiyans"" Category Ki +3 and HP, ATK & DEF +170%","(Extreme) Aggregate of Ki ATK & DEF +150% at start of turn Plus an additional DEF +100% when performing a Super Attack Launches 2 additional attacks, each of which has a rare chance of becoming a Super Attack, and chance of performing a critical hit +10% with each attack performed (up to 70%)",,"Raises ATK & DEF for 1 turn, causes immense damage to enemy and massively lowers DEF",,"Super Saiyan, Warrior Gods, Prodigies, Royal Lineage, Prepared for Battle, Tournament of Power, Fierce Battle","Universe Survival Saga, Pure Saiyans, Vegeta's Family, Power Beyond Super Saiyan, Transformation Boost, Realm of Gods, Full Power, Powerful Comeback, Miraculous Awakening, Mastered Evolution, Worthy Rivals, Bond of Parent and Child, Siblings' Bond, Bond of Master and Disciple, Representatives of Universe 7, Super Heroes, Tournament Participants, Gifted Warriors, All-Out Struggle",,
Base,Majin Vegeta,Brief Paternal Moment,"HP 15,075 18,075 | ATK 12,460 15,460 | DEF 9,513 12,513","""Majin Buu Saga"" or ""Vegeta's Family"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Gifted Warriors"" Category","Vegeta's Resolve Activates the Entrance Animation (once only) and reduces damage received by 30% for the rest of battle when there is an ally whose name includes ""Trunks"" on the team at start of character's attacking turn ATK & DEF +180% Plus an additional ATK & DEF +50% when performing a Super Attack Plus an additional DEF +50% with 3 or more Ki Spheres obtained and reduces damage received by 20% with 6 or more Ki Spheres obtained Plus an additional ATK +88% and randomly changes Ki Spheres of a certain Type (INT excluded) to INT Ki Spheres when HP is 88% or less Animations: Entry","Active Skill Final Explosion Condition: Can be activated after the character receives an attack 6 or more times in battle (once only) Performs critical hits within the turn in which the Active Skill is activated, greatly raises ATK temporarily, causes mega-colossal damage to all enemies and stuns them for 1 turn while sacrificing 18% HP Animation: Ultimate Special",Raises ATK & DEF for 1 turn and causes immense damage to enemy,,"Saiyan Warrior Race, Super Saiyan, Royal Lineage, Saiyan Pride, Over in a Flash, Supreme Power, Fierce Battle","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Uncontrollable Power, Corroded Body and Mind, Final Trump Card, Worthy Rivals, Bond of Parent and Child, Gifted Warriors, Resurrected Warriors, Connected Hope, All-Out Struggle",[],
Base,Super Saiyan Goku Jr. & Super Saiyan Vegeta Jr.,Legends of a New Generation,"HP 16,520 19,120 | ATK 14,548 17,548 | DEF 9,105 12,505","(Extreme) ""GT Heroes"" or ""World Tournament"" Category Ki +3 and HP, ATK & DEF +120%","(Extreme) Courage and Pride ATK & DEF +100% Plus an additional DEF +10% with each attack performed (up to 70%) Plus an additional Ki +2 per Rainbow Ki Sphere obtained ""GT Heroes"" or ""World Tournament"" Category allies' Ki +1 and ATK & DEF +20% Launches an additional attack that has a medium chance of becoming a Super Attack with 5 or more Ki Spheres obtained Launches an additional attack that has a medium chance of becoming a Super Attack when there is a ""Goku's Family"" or ""Vegeta's Family"" Category enemy",,"Raises ATK, causes colossal damage to enemy and lowers DEF","Raises ATK, causes mega-colossal damage to enemy and lowers ATK","Saiyan Warrior Race, Super Saiyan, The Saiyan Lineage, Shocking Speed, GT, Shattering the Limit, Legendary Power","Hybrid Saiyans, Youth, Super Saiyans, Joined Forces, GT Heroes, World Tournament, Tournament Participants, Earth-Bred Fighters",[],
Base,Super Saiyan Trunks (Kid) & Super Saiyan Goten (Kid),Friends Joining a Serious Fight,"HP 11,685 14,685 | ATK 10,594 13,994 | DEF 7,195 9,795","""Gifted Warriors"" Category Ki +3 and HP, ATK & DEF +130%","Pint-Sized Duo's True Strength ATK & DEF +150% Plus an additional DEF +50% and high chance of evading enemy's attack (including Super Attack) as the 1st attacker in a turn High chance of launching an additional Super Attack as the 2nd or 3rd attacker in a turn Plus an additional ATK & DEF +10% with each attack performed (up to 50%) Plus an additional ATK & DEF +10% (up to 50%) with each attack evaded (including Super Attack) Ki +2 plus an additional ATK & DEF +50% when there is an ally whose name includes ""Vegeta"" (Kid, Jr., etc. excluded) on the team, and medium chance of performing a critical hit if that ally is attacking in the same turn",,Raises ATK & DEF for 1 turn and causes supreme damage to enemy,,"The Innocents, Super Saiyan, Prodigies, Budding Warrior, The Saiyan Lineage, Shocking Speed, Fierce Battle","Majin Buu Saga, Hybrid Saiyans, Youth, Super Saiyans, Joined Forces, Bond of Parent and Child, Bond of Friendship, Earth-Bred Fighters, Gifted Warriors",[],
Base,Android #18,Razor-Sharp Swift Attack,"HP 8,114 9,914 | ATK 9,632 11,432 | DEF 6,588 8,388","Super INT Type Ki +2 and HP, ATK & DEF +80%",Eye-Opening Performance ATK & DEF +100% Plus an additional ATK & DEF +80% for 3 turns after receiving an attack High chance of evading enemy's attack (including Super Attack) Plus an additional ATK +180% for 3 turns after evading an attack,,Causes supreme damage to enemy and raises ATK & DEF by 30% for 3 turns,,"Android Assault, Battlefield Diva, Brainiacs, Twin Terrors, Shocking Speed, Infinite Energy, Shattering the Limit","Majin Buu Saga, Androids, Peppy Gals, Worthy Rivals, Siblings' Bond, Battle of Wits",[],
Base,Baby (Youth Form),Metamorphic Parasite,"HP 11,561 13,361 | ATK 8,796 10,836 | DEF 5,373 6,933","STR Type Ki +3 and HP, ATK & DEF +50%","Baby's Movement Tracking ATK & DEF +100% Plus an additional ATK & DEF +100% and launches an additional attack that has a great chance of becoming a Super Attack when there is a ""Pure Saiyans"" or ""Hybrid Saiyans"" Category enemy Recovers 20% HP at the end of the turn in which an attack was received",,"Raises DEF for 1 turn, causes supreme damage to enemy and lowers ATK",,"Thirst for Conquest, Metamorphosis, Coward, GT, Hatred of Saiyans, Nightmare","Artificial Life Forms, Transformation Boost, GT Bosses, Space-Traveling Warriors, Revenge, Target: Goku, Terrifying Conquerors, Inhuman Deeds",[],
Base,Super Saiyan Trunks (Teen),Second Super Saiyan,"HP 19,113 22,513 | ATK 17,530 20,530 | DEF 11,656 14,256","(Extreme) PHY Type Ki +4 and HP, ATK & DEF +120%","(Extreme) Flash of Steel ATK +150% and DEF +100% Ki +3 plus an additional ATK +50% when attacking Extreme Class enemies High chance of performing a critical hit Plus an additional Ki +5 and performs a critical hit when there is a ""Wicked Bloodline"" Category enemy",,Causes colossal damage to enemy and raises DEF by 30% for 6 turns,Causes mega-colossal damage to enemy and raises DEF by 30% for 6 turns,"Royal Lineage, Cold Judgment, Super Saiyan, Shocking Speed, Prepared for Battle, Shattering the Limit, Legendary Power","Androids/Cell Saga, Future Saga, Hybrid Saiyans, Vegeta's Family, Super Saiyans, Bond of Master and Disciple, Earth-Bred Fighters, Time Travelers, Saviors, Entrusted Will, Battle of Wits",[],
Base,Android #13,Ruthless Android,"HP 13,115 14,915 | ATK 11,428 13,468 | DEF 6,696 8,256",(Extreme) PHY Type enemies' ATK & DEF -40%,"(Extreme) Data Link ATK +130% Reduces damage received by 40% when Ki is 8 or more Plus an additional ATK & DEF +130% when facing an enemy whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded), ""Vegeta"" (Kid, Jr., etc. excluded), ""Trunks (Teen)"" or ""Piccolo"" (Demon King, Buu, etc. excluded) Plus an additional ATK & DEF +70% for the rest of battle when your team has ""Androids #14 & #15"" attacking in the same turn",,"Raises ATK & DEF, causes supreme damage to enemy and lowers DEF",,"RR Army, Android Assault, Tough as Nails, Big Bad Bosses, Fear and Faith, Nightmare, Shattering the Limit","Androids, Artificial Life Forms, Movie Bosses, Target: Goku",[],
Base,Androids #14 & #15,Revenge Technology,"HP 11,263 13,303 | ATK 11,589 13,389 | DEF 5,993 7,553","(Extreme) ""Target: Goku"" Category Ki +3 and HP, ATK & DEF +77%; or PHY Type Ki +3 and HP, ATK & DEF +50%","(Extreme) Android Coordination ATK & DEF +90% Plus an additional ATK & DEF +29% when performing a Super Attack Plus an additional ATK & DEF +90% and foresees enemy's Super Attack for the rest of battle when your team has ""Android #13"" attacking in the same turn Reduces damage received by 30% and all allies' ATK & DEF +30% when your team has ""Fusion Android #13"" attacking in the same turn",,Causes supreme damage to enemy and lowers ATK & DEF,,"RR Army, Android Assault, Tough as Nails, Cold Judgment, Fear and Faith, Nightmare, Shattering the Limit","Androids, Artificial Life Forms, Joined Forces, Target: Goku",[],
Base,Super Saiyan Trunks (Future),Alternate Ending,"HP 15,425 18,025 | ATK 16,330 19,330 | DEF 12,375 15,775","(Extreme) ""Future Saga"" Category Ki +4 and HP, ATK & DEF +130%",(Extreme) True Ending ATK & DEF +40% Plus an additional ATK & DEF +40% when performing a Super Attack Ki +3 when facing only 1 enemy Ki +8 and ATK & DEF +40% when facing 2 or more enemies Plus an additional Ki +3 and ATK & DEF +40% for the rest of battle after delivering a final blow,,Raises DEF for 1 turn and causes colossal damage to enemy,Massively raises ATK for 1 turn and causes mega-colossal damage to enemy,"Super Saiyan, Royal Lineage, Cold Judgment, Messenger from the Future, Dismal Future, Shattering the Limit, Legendary Power","Androids/Cell Saga, Future Saga, Hybrid Saiyans, Vegeta's Family, Super Saiyans, Bond of Parent and Child, Bond of Master and Disciple, Earth-Bred Fighters, Time Travelers, Revenge, Entrusted Will, Battle of Wits",[],
Base,Trunks (Teen),Fate-Changing Messenger,"HP 14,060 16,660 | ATK 14,374 17,374 | DEF 7,628 11,028","""Entrusted Will"" or ""Androids/Cell Saga"" Category Ki +3, HP +130% and ATK & DEF +170%",Super High-Speed Technique ATK & DEF +100% Plus an additional ATK & DEF +100% when attacking Great chance of launching up to 2 additional attacks Launches another additional attack that has a great chance of becoming a Super Attack every time the character attacks 3 times in battle (up to once within a turn),Active Skill Transformation Condition: Can be activated after performing 6 or more attacks in battle (once only) Transforms; stuns a single targeted enemy and seals that enemy's Super Attack for 1 turn Animation: Play,Raises DEF for 1 turn and causes immense damage to enemy,,"Messenger from the Future, Cold Judgment, Royal Lineage, The Saiyan Lineage, Saiyan Warrior Race, Shocking Speed, Fierce Battle","Androids/Cell Saga, Future Saga, Hybrid Saiyans, Vegeta's Family, Super Saiyans, Transformation Boost, Bond of Master and Disciple, Earth-Bred Fighters, Time Travelers, Saviors, Entrusted Will, Battle of Wits",Can be activated after performing 6 or more attacks in battle (once only),
